"value_log","value_log_scaled","precision_scaled","characteristic_order_scaled","indicator_order_scaled","data_quality_score_scaled","is_preferred","high_precision","indicator_encoded","survey_cohort","dataset_source_encoded","char_order_quintile","indicator_importance","sample_size_tier","by_var_0","by_var_14000","by_var_14001","by_var_14002","by_var_Other","type_D","type_I","type_S","type_T","type_U","char_Five.year.periods","char_Source.of.vaccination.information","char_Total","char_Total.15.49"
4.57574137529728,0.187626098281682,0.660268182408527,-0.322739570245733,-0.660063257702282,0.624930350684553,1,1,196,31,3,4,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
2.69462718077007,-0.586374380655235,0.660268182408527,-0.322739570245733,-0.660063867548971,-1.59803618246479,0,1,194,59,1,1,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
1.87180217690159,-0.924932746185797,0.660268182408527,-0.322739570245733,-0.663157772262587,-1.59803618246479,0,1,123,41,1,1,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.36691299686383,0.101701880925101,0.660268182408527,-0.322739570245733,-1.4320212227748,0.624930350684553,1,1,39,40,3,4,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
2.19722457733622,-0.791034924072712,0.660268182408527,-0.322739570245733,1.8813964342962,0.624930350684553,1,1,95,79,6,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.61512051684126,0.20382898192577,0.660268182408527,-0.322739570245733,-0.659452953628532,0.624930350684553,1,1,16,46,1,1,"Low","Medium",0,0,0,1,0,0,0,0,1,0,0,0,1,0
4.57471097850338,0.187202132732812,0.660268182408527,-0.322739570245733,-0.660063257702282,-1.59803618246479,0,1,196,45,3,4,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.41763506214125,0.122571907280548,0.660268182408527,-0.322739570245733,-0.501503576016627,-1.59803618246479,0,1,27,15,1,1,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.3425058765116,0.0916593630933489,0.660268182408527,-0.322739570245733,0.136366787757401,0.624930350684553,1,1,299,20,4,3,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.22829253473184,0.0446653095182349,0.660268182408527,-0.322739570245733,-0.65945417332191,0.624930350684553,1,1,14,31,1,2,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
1.93152141160321,-0.900360757735931,0.660268182408527,-0.322739570245733,-0.344924676375978,0.624930350684553,1,1,25,35,3,4,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
6.26149168432104,0.881242440313689,-1.51250861168473,-0.322739570245733,-0.499519592276505,-1.59803618246479,0,1,129,44,1,1,"Low","Medium",0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.89034912822175,0.317074141441025,-1.51250861168473,-0.322739570245733,0.136808316760044,0.624930350684553,1,1,186,4,4,3,"Low","Small",1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.1314021114911,-1.22957666780411,0.660268182408527,-0.322739570245733,1.87987203102071,0.624930350684553,1,1,87,79,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
7.05098944706805,1.2060880282443,-1.51250861168473,-0.322739570245733,0.137264939468233,0.624930350684553,1,1,187,42,4,3,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,1,0
4.5358201078533,0.17120015231237,0.660268182408527,3.35252846989465,-0.502723116932421,0.624930350684553,1,1,203,18,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
4.1174098351531,-0.000958322916975205,0.660268182408527,-0.322739570245733,1.88049614812196,0.624930350684553,1,1,252,86,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.993251773010283,-1.28641980282512,0.660268182408527,-0.322739570245733,1.88049660550698,0.624930350684553,1,1,249,86,7,3,"Low","Large",1,0,0,0,0,0,0,1,0,0,0,0,1,0
4.22829253473184,0.0446653095182349,0.660268182408527,-0.322739570245733,-0.65945417332191,-1.59803618246479,0,1,14,45,1,2,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
3.66356164612965,-0.187698031059516,-1.51250861168473,-0.185603726478135,-0.970018447097697,0.624930350684553,1,1,192,75,2,5,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,0,1
4.61512051684126,0.20382898192577,0.660268182408527,-0.322739570245733,1.88049675796865,0.624930350684553,1,1,253,85,7,4,"Low","Large",1,0,0,0,0,0,0,0,1,0,0,0,1,0
7.64587582518481,1.45085910217219,-1.51250861168473,-0.322739570245733,-0.659452496243516,-1.59803618246479,0,1,138,45,1,2,"Low","Medium",0,1,0,0,0,1,0,0,0,0,0,0,1,0
8.25790419346567,1.70268339415327,-1.51250861168473,-0.322739570245733,0.136350321896805,0.624930350684553,1,1,157,42,4,3,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,1,0
4.01457959375324,-0.0432687027568834,0.660268182408527,-0.322739570245733,-0.65945417332191,-1.59803618246479,0,1,14,74,1,1,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
2.42480272571829,-0.697395953958208,0.660268182408527,-0.322739570245733,-0.499520202123194,0.624930350684553,1,1,279,9,1,2,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.30000279919529,0.0741711094323941,0.660268182408527,-0.322739570245733,-0.501961113494849,0.624930350684553,1,1,43,29,5,3,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.993251773010283,-1.28641980282512,0.660268182408527,-0.322739570245733,-0.499519897199849,0.624930350684553,1,1,277,16,1,1,"Low","Small",0,0,1,0,0,0,0,1,0,0,0,0,1,0
4.07923092441205,-0.0166673613606965,0.660268182408527,-0.322739570245733,-0.65945417332191,0.624930350684553,1,1,14,46,1,1,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
8.1786387885907,1.6700689672807,-1.51250861168473,-0.185603726478135,-0.970018142174353,0.624930350684553,1,1,165,69,2,5,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.02961941718116,-1.27145602545958,0.660268182408527,-0.322739570245733,1.87988767358828,0.624930350684553,1,1,227,85,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
3.41772668361337,-0.288848923057789,0.660268182408527,-0.322739570245733,1.88049630058363,0.624930350684553,1,1,250,86,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
3.43398720448515,-0.28215839306278,0.660268182408527,-0.322739570245733,-0.663159144417637,-1.59803618246479,0,1,4,68,1,1,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.832909122935104,-1.35239415372485,0.660268182408527,-0.322739570245733,1.88095368560018,0.624930350684553,1,1,213,85,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.182321556793955,-1.62008395652825,0.660268182408527,-0.322739570245733,-0.658584989328792,0.624930350684553,1,1,257,30,1,2,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.8754687373539,-1.33488263739089,0.660268182408527,-0.322739570245733,1.88093874435631,0.624930350684553,1,1,70,79,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.53062825106217,-1.47677019654235,0.660268182408527,-0.322739570245733,-0.663158077185932,0.624930350684553,1,1,7,44,1,1,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
4.54754107315146,0.176022843449766,0.660268182408527,-0.322739570245733,1.87988630143323,0.624930350684553,1,1,224,85,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
5.96100533962327,0.75760477100753,-1.51250861168473,-0.185603726478135,0.131776776654649,0.624930350684553,1,1,180,10,4,5,"Low","Small",1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.641853886172395,-1.43100546035789,0.660268182408527,-0.322739570245733,1.87987257988273,0.624930350684553,1,1,80,79,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
3.25424296870549,-0.356115691872366,0.660268182408527,-0.322739570245733,-0.659452648705188,-1.59803618246479,0,1,38,45,1,2,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
0.470003629245736,-1.50171471424245,0.660268182408527,-0.322739570245733,-0.663158077185932,-1.59803618246479,0,1,7,54,1,1,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
2.77258872223978,-0.554296439501118,0.660268182408527,-0.322739570245733,-0.499521421816571,0.624930350684553,1,1,280,9,1,2,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.0953101798043249,-1.65588552969104,0.660268182408527,-0.322739570245733,1.88093859189464,0.624930350684553,1,1,69,79,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.693147180559945,-1.4099003969132,0.660268182408527,-0.322739570245733,1.87987203102071,0.624930350684553,1,1,87,83,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.53062825106217,-1.47677019654235,0.660268182408527,-0.322739570245733,1.88139887368296,0.624930350684553,1,1,100,83,6,4,"Low","Large",1,0,0,0,0,0,0,1,0,0,0,0,1,0
4.52396013056255,0.166320263505019,0.660268182408527,3.35252846989465,-0.502723116932421,0.624930350684553,1,1,203,25,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
3.93769075217672,-0.0749052723911283,0.660268182408527,-0.322739570245733,0.135740475208072,0.624930350684553,1,1,269,42,4,3,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
6.88141130364254,1.13631365483813,-1.51250861168473,-0.322739570245733,-0.502414839431267,0.624930350684553,1,1,126,25,5,2,"Low","Small",1,0,0,0,0,1,0,0,0,0,0,0,1,0
2.77881927199042,-0.551732826667266,0.660268182408527,-0.322739570245733,-0.659452648705188,0.624930350684553,1,1,38,46,1,1,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
7.59337419312129,1.42925685788507,-1.51250861168473,-0.322739570245733,0.135740627669744,0.624930350684553,1,1,188,42,4,3,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,1,0
8.13563990335439,1.65237670922242,-1.51250861168473,-0.322739570245733,-0.501503728478299,0.624930350684553,1,1,129,44,1,2,"Low","Medium",0,0,1,0,0,0,0,0,0,1,0,0,1,0
6.76041469108343,1.08652856664787,-1.51250861168473,-0.322739570245733,-0.50150311863161,0.624930350684553,1,1,135,44,1,1,"Low","Medium",0,0,1,0,0,0,0,0,0,1,0,0,1,0
7.64587582518481,1.45085910217219,-1.51250861168473,-0.322739570245733,-0.66006310524061,-1.59803618246479,0,1,138,45,1,2,"Low","Medium",0,1,0,0,0,1,0,0,0,0,0,0,1,0
2.14006616349627,-0.814553240938379,0.660268182408527,-0.322739570245733,0.136807706913355,0.624930350684553,1,1,271,36,4,3,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
1.70474809223843,-0.993668574087068,0.660268182408527,-0.185603726478135,0.130708782641005,0.624930350684553,1,1,58,78,4,5,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,0,1
9.31325790598287,2.13691768004225,-1.51250861168473,-0.322739570245733,1.88093981158801,0.624930350684553,1,1,137,84,7,4,"Low","Large",1,0,0,0,0,0,0,0,0,1,0,0,1,0
4.43319492124828,0.128974144016666,0.660268182408527,-0.322739570245733,-0.658585294252137,0.624930350684553,1,1,258,30,1,2,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
8.03040956213048,1.60907878784,-1.51250861168473,-0.322739570245733,-0.659452496243516,-1.59803618246479,0,1,138,59,1,1,"Low","Medium",0,1,0,0,0,1,0,0,0,0,0,0,1,0
3.40119738166216,-0.295650045320303,-1.51250861168473,-0.185603726478135,-0.970018447097697,0.624930350684553,1,1,192,63,2,5,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,0,1
6.04737217904628,0.79314114369142,-1.51250861168473,-0.322739570245733,-0.500436344311344,-1.59803618246479,0,1,132,11,1,2,"Low","Small",0,1,0,0,0,1,0,0,0,0,0,0,1,0
2.19722457733622,-0.791034924072712,-1.51250861168473,-0.322739570245733,-0.970475679652575,-1.59803618246479,0,1,21,69,2,5,"Low","Medium",0,0,0,0,1,0,1,0,0,0,0,0,1,0
1.90210752639692,-0.912463351668453,0.660268182408527,-0.322739570245733,-0.663157772262587,-1.59803618246479,0,1,123,58,1,1,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
2.16332302566054,-0.80498400664836,0.660268182408527,-0.322739570245733,-0.660064020010643,-1.59803618246479,0,1,198,45,1,2,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
5.54907608489522,0.588112965897966,-1.51250861168473,-0.322739570245733,-0.499519592276505,-1.59803618246479,0,1,129,44,1,2,"Low","Medium",0,1,0,0,0,0,0,0,0,1,0,0,1,0
3.04452243772342,-0.442406993004047,-1.51250861168473,0.774347179895051,-0.971085983726325,0.624930350684553,1,1,122,69,2,5,"Low","Medium",1,0,0,0,0,0,1,0,0,0,1,0,0,0
4.57574137529728,0.187626098281682,0.660268182408527,-0.322739570245733,-0.660063257702282,0.624930350684553,1,1,196,31,1,2,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
2.99573227355399,-0.462482122171866,-1.51250861168473,-0.322739570245733,-0.970476137037592,-1.59803618246479,0,1,121,69,2,4,"Low","Medium",0,0,0,0,1,0,1,0,0,0,0,0,1,0
8.01862546504575,1.60423012059058,-1.51250861168473,-0.322739570245733,-0.663157314877571,-1.59803618246479,0,1,178,58,1,1,"Low","Medium",0,0,1,0,0,1,0,0,0,0,0,0,1,0
0.916290731874155,-1.31808607958394,0.660268182408527,-0.322739570245733,-0.659453258551877,-1.59803618246479,0,1,13,45,1,2,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.51305489708029,0.161833212180466,0.660268182408527,-0.322739570245733,-0.499521269354899,-1.59803618246479,0,1,286,12,1,1,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
7.60638738977265,1.4346112486339,-1.51250861168473,-0.322739570245733,-0.663157314877571,0.624930350684553,1,1,178,44,1,1,"Low","Medium",0,0,0,1,0,1,0,0,0,0,0,0,1,0
8.51579221050061,1.80879361823102,-1.51250861168473,-0.322739570245733,-0.659452496243516,-1.59803618246479,0,1,138,74,1,1,"Low","Medium",0,0,1,0,0,1,0,0,0,0,0,0,1,0
4.33598269617247,0.0889753449080825,0.660268182408527,-0.322739570245733,-0.499521574278244,-1.59803618246479,0,1,278,6,1,2,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.57367951889672,0.186777729880564,0.660268182408527,-0.322739570245733,-0.660063257702282,-1.59803618246479,0,1,196,62,1,2,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
6.51767127291227,0.986649716937484,-1.51250861168473,3.35252846989465,-0.502719762775633,-1.59803618246479,0,1,127,24,5,5,"Low","Small",0,0,0,0,1,0,0,0,0,1,0,1,0,0
4.4320065669789,0.128485185517324,0.660268182408527,-0.185603726478135,0.132249255376746,0.624930350684553,1,1,33,2,4,5,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,0,1
2.37954613413017,-0.716017164550403,0.660268182408527,-0.322739570245733,-0.499521116893227,-1.59803618246479,0,1,283,12,1,1,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
7.22766249872865,1.27878166215467,-1.51250861168473,-0.322739570245733,-0.658583922097087,0.624930350684553,1,1,153,44,1,2,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,1,0
9.41311793733752,2.17800594162681,-1.51250861168473,-0.322739570245733,1.88093981158801,0.624930350684553,1,1,137,84,7,3,"Low","Large",1,0,0,0,0,0,0,0,0,1,0,0,1,0
0.472500509444323,-1.50068735158941,0.660268182408527,-0.322739570245733,-0.34340112688585,0.624930350684553,1,1,119,53,3,4,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.00733318523247,-0.0462502993457368,0.660268182408527,-0.322739570245733,-1.43659705494204,0.624930350684553,1,1,111,53,3,4,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
7.81116338502528,1.51886807836887,-1.51250861168473,-0.185603726478135,0.130726620656651,0.624930350684553,1,1,145,42,4,5,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,0,1
4.2076732475291,0.0361813279414191,0.660268182408527,-0.322739570245733,0.135756636145323,0.624930350684553,1,1,268,23,4,3,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
3.98341300151482,-0.0560924629462167,0.660268182408527,-0.322739570245733,-0.499521879201588,-1.59803618246479,0,1,285,12,1,1,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
8.18116085802341,1.67110669425895,-1.51250861168473,-0.322739570245733,-0.659452496243516,-1.59803618246479,0,1,138,62,1,2,"Low","Medium",0,0,1,0,0,1,0,0,0,0,0,0,1,0
8.04558828080353,1.61532420109389,-1.51250861168473,-0.322739570245733,-0.659452343781843,-1.59803618246479,0,1,139,44,1,1,"Low","Medium",0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.51305489708029,0.161833212180466,0.660268182408527,-0.322739570245733,-0.502417278818022,0.624930350684553,1,1,54,18,5,3,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
7.20563517641036,1.26971833252074,-1.51250861168473,-0.322739570245733,-0.501957324822295,0.624930350684553,1,1,131,24,5,3,"Low","Small",1,0,0,0,0,0,0,0,0,1,0,0,1,0
3.72086249996699,-0.164121106042084,0.660268182408527,-0.322739570245733,0.136349864511789,0.624930350684553,1,1,302,66,4,3,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.45667017766965,0.138633238486404,0.660268182408527,-0.322739570245733,-0.660063257702282,0.624930350684553,1,1,196,46,3,4,"Low","Medium",0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.470003629245736,-1.50171471424245,0.660268182408527,-0.322739570245733,-0.499520049661522,-1.59803618246479,0,1,284,12,1,1,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
1.3609765531356,-1.13511630580085,0.660268182408527,-0.322739570245733,-1.75478365001863,0.624930350684553,1,1,273,53,3,4,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.336472236621213,-1.55665734459694,0.660268182408527,-0.322739570245733,-0.660063715087299,-1.59803618246479,0,1,197,62,1,2,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.23988686751276,0.0494358966263933,0.660268182408527,-0.185603726478135,0.130268015946723,0.624930350684553,1,1,31,37,4,5,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,0,1
4.61512051684126,0.20382898192577,0.660268182408527,-0.322739570245733,-0.660063410163954,-1.59803618246479,0,1,200,59,1,1,"Low","Medium",0,1,0,0,0,0,0,0,1,0,0,0,1,0
4.49980967033027,0.156383350668618,0.660268182408527,3.35252846989465,-0.502722964470749,-1.59803618246479,0,1,205,24,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
4.61512051684126,0.20382898192577,0.660268182408527,-0.322739570245733,1.87987334219109,0.624930350684553,1,1,107,79,7,4,"Low","Large",1,0,0,0,0,0,0,0,1,0,0,0,1,0
4.13035499974513,0.0043680754608076,0.660268182408527,-0.322739570245733,-0.502415449277955,0.624930350684553,1,1,48,18,5,3,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.46820433091493,0.143379064211369,0.660268182408527,3.35252846989465,-0.502723421855766,0.624930350684553,1,1,42,25,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
9.04958459309679,2.02842704664506,-1.51250861168473,-0.185603726478135,0.130708935102677,0.624930350684553,1,1,170,78,4,5,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,0,1
4.09767235231478,-0.00907947856734171,0.660268182408527,-0.322739570245733,-0.49952203166326,-1.59803618246479,0,1,274,6,1,2,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
2.82731362192903,-0.531779412787651,0.660268182408527,-0.322739570245733,1.8798875211266,0.624930350684553,1,1,225,86,7,3,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
7.52779398772144,1.40227332305453,-1.51250861168473,-0.322739570245733,0.136350779281822,0.624930350684553,1,1,159,42,4,3,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,1,0
7.25488481007734,1.28998251433204,-1.51250861168473,-0.322739570245733,-0.659452496243516,0.624930350684553,1,1,138,31,1,2,"Low","Medium",0,0,0,1,0,1,0,0,0,0,0,0,1,0
9.31325790598287,2.13691768004225,-1.51250861168473,-0.322739570245733,1.88093965912634,0.624930350684553,1,1,136,79,7,4,"Low","Large",1,0,0,0,0,1,0,0,0,0,0,0,1,0
4.3528552573736,0.0959177041165551,0.660268182408527,-0.322739570245733,1.88049614812196,0.624930350684553,1,1,252,85,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
6.50876913697168,0.982986857180417,-1.51250861168473,-0.322739570245733,-0.502414686969595,0.624930350684553,1,1,127,24,5,3,"Low","Small",1,0,0,0,0,0,0,0,0,1,0,0,1,0
7.24921505711439,1.28764964611939,-1.51250861168473,-0.322739570245733,-0.659452343781843,0.624930350684553,1,1,139,44,1,2,"Low","Medium",0,0,0,1,0,0,0,0,0,1,0,0,1,0
3.8286413964891,-0.119774559846163,-1.51250861168473,-0.322739570245733,-0.970475832114247,0.624930350684553,1,1,108,53,3,4,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.39444915467244,0.113031867905131,0.660268182408527,3.35252846989465,-0.502722812009077,-1.59803618246479,0,1,207,24,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
7.97693875695943,1.58707776901193,-1.51250861168473,-0.322739570245733,-0.501503880939971,-1.59803618246479,0,1,128,56,1,1,"Low","Medium",0,1,0,0,0,1,0,0,0,0,0,0,1,0
4.61512051684126,0.20382898192577,0.660268182408527,-0.322739570245733,1.87988858835831,0.624930350684553,1,1,253,86,7,3,"Low","Large",1,0,0,0,0,0,0,0,1,0,0,0,1,0
6.85856503479136,1.12691336266865,-1.51250861168473,3.35252846989465,-0.502719762775633,-1.59803618246479,0,1,127,24,5,5,"Low","Small",0,0,0,0,1,0,0,0,0,1,0,1,0,0
4.27666611901606,0.0645690333393655,0.660268182408527,3.35252846989465,-0.5027215923157,-1.59803618246479,0,1,52,19,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
2.17475172148416,-0.800281572278961,0.660268182408527,3.35252846989465,-0.502720067698978,-1.59803618246479,0,1,264,19,5,5,"Low","Small",0,0,0,0,1,0,1,0,0,0,0,1,0,0
3.8286413964891,-0.119774559846163,-1.51250861168473,-0.322739570245733,-0.970475832114247,0.624930350684553,1,1,108,69,2,4,"Low","Medium",0,0,1,0,0,0,1,0,0,0,0,0,1,0
8.18116085802341,1.67110669425895,-1.51250861168473,-0.322739570245733,-0.66006310524061,-1.59803618246479,0,1,138,62,1,2,"Low","Medium",0,0,1,0,0,1,0,0,0,0,0,0,1,0
8.07184314960916,1.62612699078582,-1.51250861168473,-0.185603726478135,0.131792632668556,0.624930350684553,1,1,140,60,4,5,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,0,1
3.63230910262554,-0.200557156630175,0.660268182408527,-0.322739570245733,-0.499521513293575,0.624930350684553,1,1,288,9,1,2,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.470003629245736,-1.50171471424245,0.660268182408527,-0.322739570245733,-0.663158077185932,-1.59803618246479,0,1,7,41,1,1,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.52396013056255,0.166320263505019,0.660268182408527,-0.322739570245733,-0.502418650973071,0.624930350684553,1,1,40,18,5,3,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
2.45100509811232,-0.686614764362563,0.660268182408527,-0.322739570245733,-0.499520964431555,0.624930350684553,1,1,275,9,1,2,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
1.52605630349505,-1.06719283458749,0.660268182408527,-0.322739570245733,-0.660063867548971,-1.59803618246479,0,1,194,45,1,2,"Low","Medium",0,1,0,0,0,0,1,0,0,0,0,0,1,0
7.86480400332846,1.54093896825845,-1.51250861168473,-0.185603726478135,0.130267711023379,0.624930350684553,1,1,142,50,4,5,"Low","Medium",1,0,0,0,0,1,0,0,0,0,0,0,0,1
2.74727091425549,-0.564713667526129,0.660268182408527,-0.322739570245733,0.135756178760307,0.624930350684553,1,1,266,28,4,3,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
9.04958459309679,2.02842704664506,-1.51250861168473,-0.185603726478135,0.130709087564349,0.624930350684553,1,1,171,42,4,5,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,0,1
4.08597631255158,-0.0138919138807921,0.660268182408527,-0.185603726478135,0.132691699149422,0.624930350684553,1,1,292,78,3,5,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,0,1
6.5191472879404,0.987257035909403,-1.51250861168473,-0.322739570245733,-0.502414839431267,0.624930350684553,1,1,126,18,5,3,"Low","Small",1,0,0,0,0,1,0,0,0,0,0,0,1,0
7.62168499872461,1.44090558030704,-1.51250861168473,-0.322739570245733,-0.663157162415899,0.624930350684553,1,1,179,44,1,1,"Low","Medium",0,0,0,1,0,0,0,0,0,1,0,0,1,0
2.53369681395743,-0.652590552619097,0.660268182408527,-0.322739570245733,1.88139872122128,0.624930350684553,1,1,83,83,6,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
1.70474809223843,-0.993668574087068,0.660268182408527,-0.322739570245733,1.88048120687809,0.624930350684553,1,1,105,79,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
7.97384437594469,1.58580455955214,-1.51250861168473,-0.322739570245733,-0.663157162415899,-1.59803618246479,0,1,179,44,1,1,"Low","Medium",0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.05525717351405,-0.0265315656343924,0.660268182408527,-0.322739570245733,-0.501958064261405,0.624930350684553,1,1,48,29,5,3,"Low","Medium",1,0,0,0,0,0,1,0,0,0,0,0,1,0
7.83715965000168,1.52956446330969,-1.51250861168473,-0.185603726478135,0.130267863485051,0.624930350684553,1,1,143,42,4,5,"Low","Medium",1,0,0,0,0,0,0,0,0,1,0,0,0,1
4.05352256770185,-0.0272452839898872,0.660268182408527,-0.322739570245733,-0.499521421816571,-1.59803618246479,0,1,280,12,1,1,"Low","Small",0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,-1.69510171605056,0.660268182408527,-0.322739570245733,1.88093889681798,0.624930350684553,1,1,72,79,7,4,"Low","Large",1,0,0,0,0,0,1,0,0,0,0,0,1,0
4.23988686751276,0.0494358966263933,0.660268182408527,-0.322739570245733,-0.50043680169636,0.624930350684553,1,1,28,17,1,2,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.470003629245736,-1.50171471424245,0.660268182408527,-0.322739570245733,-0.499520507046538,0.624930350684553,1,1,282,9,1,2,"Low","Small",0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.42124734782716,0.124058213034387,0.660268182408527,-0.322739570245733,-0.502417583741366,0.624930350684553,1,1,115,25,5,2,"Low","Small",1,0,0,0,0,0,1,0,0,0,0,0,1,0
10.5433921717004,2.64306691520942,-1.51250861168473,-0.322739570245733,1.88095505775523,0.624930350684553,1,1,163,84,7,4,"Low","Large",1,0,0,0,0,0,0,0,0,1,0,0,1,0
