value_log,value_log_scaled,precision_scaled,characteristic_order_scaled,indicator_order_scaled,data_quality_score_scaled,is_preferred,high_precision,indicator_encoded,survey_cohort,dataset_source_encoded,char_order_quintile,indicator_importance,sample_size_tier,by_var_0,by_var_14000,by_var_14001,by_var_14002,by_var_Other,type_D,type_I,type_S,type_T,type_U,char_Five year periods,char_Source of vaccination information,char_Total,char_Total 15-49
0.9555114450274363,-1.3019483826524096,0.6602681824085275,-0.32273957024573297,-0.6600635626256264,-1.5980361824647868,0,1,195,59,1,1,Low,Medium,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1.1314021114911006,-1.2295766678041113,0.6602681824085275,-0.32273957024573297,-0.6600635626256264,-1.5980361824647868,0,1,195,74,1,1,Low,Medium,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.7884573603642702,-1.3706842105536798,0.6602681824085275,-0.32273957024573297,-0.6600635626256264,0.6249303506845532,1,1,195,46,1,1,Low,Medium,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4.61512051684126,0.20382898192576954,0.6602681824085275,-0.32273957024573297,-0.6600634101639542,-1.5980361824647868,0,1,200,59,1,1,Low,Medium,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4.61512051684126,0.20382898192576954,0.6602681824085275,-0.32273957024573297,-0.6600634101639542,-1.5980361824647868,0,1,200,74,1,1,Low,Medium,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4.61512051684126,0.20382898192576954,0.6602681824085275,-0.32273957024573297,-0.6600634101639542,0.6249303506845532,1,1,200,46,1,1,Low,Medium,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4.448516375942715,0.13527828722392163,0.6602681824085275,-0.32273957024573297,-0.660063257702282,-1.5980361824647868,0,1,196,59,1,1,Low,Medium,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.4355674016019115,0.12995032129251646,0.6602681824085275,-0.32273957024573297,-0.660063257702282,-1.5980361824647868,0,1,196,74,1,1,Low,Medium,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.456670177669648,0.13863323848640408,0.6602681824085275,-0.32273957024573297,-0.660063257702282,0.6249303506845532,1,1,196,46,1,1,Low,Medium,0,0,0,1,0,0,1,0,0,0,0,0,1,0
8.030409562130485,1.6090787878400006,-1.5125086116847326,-0.32273957024573297,-0.6600631052406098,-1.5980361824647868,0,1,138,59,1,1,Low,Medium,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8.51579221050061,1.808793618231023,-1.5125086116847326,-0.32273957024573297,-0.6600631052406098,-1.5980361824647868,0,1,138,74,1,1,Low,Medium,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.641084249174914,1.4488875673566455,-1.5125086116847326,-0.32273957024573297,-0.6600631052406098,0.6249303506845532,1,1,138,46,1,1,Low,Medium,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8.045588280803528,1.6153242010938926,-1.5125086116847326,-0.32273957024573297,-0.6600629527789377,-1.5980361824647868,0,1,139,44,1,1,Low,Medium,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8.51579221050061,1.808793618231023,-1.5125086116847326,-0.32273957024573297,-0.6600629527789377,-1.5980361824647868,0,1,139,44,1,1,Low,Medium,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7.656337166430183,1.4551635102500173,-1.5125086116847326,-0.32273957024573297,-0.6600629527789377,0.6249303506845532,1,1,139,44,1,1,Low,Medium,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3.4111477125153233,-0.2915558968266398,0.6602681824085275,-0.32273957024573297,-0.6594543257835818,-1.5980361824647868,0,1,11,59,1,1,Low,Medium,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3.4339872044851463,-0.28215839306278034,0.6602681824085275,-0.32273957024573297,-0.6594543257835818,-1.5980361824647868,0,1,11,74,1,1,Low,Medium,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3.374168709274236,-0.3067712230957636,0.6602681824085275,-0.32273957024573297,-0.6594543257835818,0.6249303506845532,1,1,11,46,1,1,Low,Medium,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4.044804116661965,-0.030832565027948795,0.6602681824085275,-0.32273957024573297,-0.6594541733219096,-1.5980361824647868,0,1,14,59,1,1,Low,Medium,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.014579593753238,-0.04326870275688336,0.6602681824085275,-0.32273957024573297,-0.6594541733219096,-1.5980361824647868,0,1,14,74,1,1,Low,Medium,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.079230924412053,-0.01666736136069645,0.6602681824085275,-0.32273957024573297,-0.6594541733219096,0.6249303506845532,1,1,14,46,1,1,Low,Medium,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.8754687373538999,-1.3348826373908869,0.6602681824085275,-0.32273957024573297,-0.6594535634752209,-1.5980361824647868,0,1,17,59,1,1,Low,Medium,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0.8754687373538999,-1.3348826373908869,0.6602681824085275,-0.32273957024573297,-0.6594535634752209,-1.5980361824647868,0,1,17,74,1,1,Low,Medium,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.7884573603642702,-1.3706842105536798,0.6602681824085275,-0.32273957024573297,-0.6594535634752209,0.6249303506845532,1,1,17,46,1,1,Low,Medium,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2.388762789235098,-0.7122248932007094,0.6602681824085275,-0.32273957024573297,-0.6594534110135487,-1.5980361824647868,0,1,15,59,1,1,Low,Medium,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2.4423470353692043,-0.6901771981208815,0.6602681824085275,-0.32273957024573297,-0.6594534110135487,-1.5980361824647868,0,1,15,74,1,1,Low,Medium,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2.3702437414678603,-0.7198447133493209,0.6602681824085275,-0.32273957024573297,-0.6594534110135487,0.6249303506845532,1,1,15,46,1,1,Low,Medium,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1.1314021114911006,-1.2295766678041113,0.6602681824085275,-0.32273957024573297,-0.6594532585518765,-1.5980361824647868,0,1,13,59,1,1,Low,Medium,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1.1314021114911006,-1.2295766678041113,0.6602681824085275,-0.32273957024573297,-0.6594532585518765,-1.5980361824647868,0,1,13,74,1,1,Low,Medium,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1.0296194171811583,-1.2714560254595804,0.6602681824085275,-0.32273957024573297,-0.6594532585518765,0.6249303506845532,1,1,13,46,1,1,Low,Medium,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.7884573603642702,-1.3706842105536798,0.6602681824085275,-0.32273957024573297,-0.6594531060902044,-1.5980361824647868,0,1,12,59,1,1,Low,Medium,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.9932517730102833,-1.2864198028251217,0.6602681824085275,-0.32273957024573297,-0.6594531060902044,-1.5980361824647868,0,1,12,74,1,1,Low,Medium,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.6418538861723948,-1.4310054603578932,0.6602681824085275,-0.32273957024573297,-0.6594531060902044,0.6249303506845532,1,1,12,46,1,1,Low,Medium,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4.61512051684126,0.20382898192576954,0.6602681824085275,-0.32273957024573297,-0.6594529536285322,-1.5980361824647868,0,1,16,59,1,1,Low,Medium,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4.61512051684126,0.20382898192576954,0.6602681824085275,-0.32273957024573297,-0.6594529536285322,-1.5980361824647868,0,1,16,74,1,1,Low,Medium,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4.61512051684126,0.20382898192576954,0.6602681824085275,-0.32273957024573297,-0.6594529536285322,0.6249303506845532,1,1,16,46,1,1,Low,Medium,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4.460144413937834,0.1400627426299268,0.6602681824085275,-0.32273957024573297,-0.65945280116686,-1.5980361824647868,0,1,10,59,1,1,Low,Medium,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.447346100794524,0.1347967675331858,0.6602681824085275,-0.32273957024573297,-0.65945280116686,-1.5980361824647868,0,1,10,74,1,1,Low,Medium,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.470495282661489,0.14432169584649968,0.6602681824085275,-0.32273957024573297,-0.65945280116686,0.6249303506845532,1,1,10,46,1,1,Low,Medium,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2.797281334830153,-0.5441364534530864,0.6602681824085275,-0.32273957024573297,-0.6594526487051878,-1.5980361824647868,0,1,38,59,1,1,Low,Medium,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2.803360380906535,-0.5416351780981461,0.6602681824085275,-0.32273957024573297,-0.6594526487051878,-1.5980361824647868,0,1,38,74,1,1,Low,Medium,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2.7788192719904172,-0.5517328266672656,0.6602681824085275,-0.32273957024573297,-0.6594526487051878,0.6249303506845532,1,1,38,46,1,1,Low,Medium,0,0,0,1,0,0,1,0,0,0,0,0,1,0
8.030409562130485,1.6090787878400006,-1.5125086116847326,-0.32273957024573297,-0.6594524962435157,-1.5980361824647868,0,1,138,59,1,1,Low,Medium,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8.51579221050061,1.808793618231023,-1.5125086116847326,-0.32273957024573297,-0.6594524962435157,-1.5980361824647868,0,1,138,74,1,1,Low,Medium,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.641084249174914,1.4488875673566455,-1.5125086116847326,-0.32273957024573297,-0.6594524962435157,0.6249303506845532,1,1,138,46,1,1,Low,Medium,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8.045588280803528,1.6153242010938926,-1.5125086116847326,-0.32273957024573297,-0.6594523437818435,-1.5980361824647868,0,1,139,44,1,1,Low,Medium,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8.51579221050061,1.808793618231023,-1.5125086116847326,-0.32273957024573297,-0.6594523437818435,-1.5980361824647868,0,1,139,44,1,1,Low,Medium,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7.656337166430183,1.4551635102500173,-1.5125086116847326,-0.32273957024573297,-0.6594523437818435,0.6249303506845532,1,1,139,44,1,1,Low,Medium,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3.131136910560194,-0.40676872944005366,0.6602681824085275,-0.32273957024573297,-0.5015040334016434,-1.5980361824647868,0,1,29,56,1,1,Low,Medium,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3.0106208860477417,-0.45635607557969393,0.6602681824085275,-0.32273957024573297,-0.5015040334016434,0.6249303506845532,1,1,29,72,1,1,Low,Medium,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7.976938756959434,1.5870777690119344,-1.5125086116847326,-0.32273957024573297,-0.5015038809399712,-1.5980361824647868,0,1,128,56,1,1,Low,Medium,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8.464003362902119,1.7874846551912231,-1.5125086116847326,-0.32273957024573297,-0.5015038809399712,0.6249303506845532,1,1,128,72,1,1,Low,Medium,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.99260665240021,1.593524458218988,-1.5125086116847326,-0.32273957024573297,-0.501503728478299,-1.5980361824647868,0,1,129,44,1,1,Low,Medium,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8.47595444339964,1.7924020291899982,-1.5125086116847326,-0.32273957024573297,-0.501503728478299,0.6249303506845532,1,1,129,44,1,1,Low,Medium,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4.417635062141249,0.12257190728054818,0.6602681824085275,-0.32273957024573297,-0.5015035760166269,-1.5980361824647868,0,1,27,15,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.37197629882038,0.10378521969888213,0.6602681824085275,-0.32273957024573297,-0.5015035760166269,0.6249303506845532,1,1,27,22,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
6.45833828334479,0.9622366523422562,-1.5125086116847326,-0.32273957024573297,-0.5015032710932825,-1.5980361824647868,0,1,134,15,1,1,Low,Small,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6.81783057145415,1.1101528203134974,-1.5125086116847326,-0.32273957024573297,-0.5015032710932825,0.6249303506845532,1,1,134,22,1,1,Low,Small,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6.410174881966167,0.9424194100702344,-1.5125086116847326,-0.32273957024573297,-0.5015031186316103,-1.5980361824647868,0,1,135,44,1,1,Low,Medium,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6.760414691083428,1.08652856664787,-1.5125086116847326,-0.32273957024573297,-0.5015031186316103,0.6249303506845532,1,1,135,44,1,1,Low,Medium,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4.144720769547168,0.010278993968265182,0.6602681824085275,-0.32273957024573297,-0.49952203166326004,-1.5980361824647868,0,1,274,12,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.120661870539474,3.797547786264003e-4,0.6602681824085275,-0.32273957024573297,-0.49952203166326004,0.6249303506845532,1,1,274,16,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3.983413001514819,-0.05609246294621671,0.6602681824085275,-0.32273957024573297,-0.49952187920158786,-1.5980361824647868,0,1,285,12,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3.955082494888593,-0.06774929152207865,0.6602681824085275,-0.32273957024573297,-0.49952187920158786,0.6249303506845532,1,1,285,16,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.2710950739666,0.06227677933958031,0.6602681824085275,-0.32273957024573297,-0.4995217267399157,-1.5980361824647868,0,1,287,12,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.242764567340374,0.05061995076371838,0.6602681824085275,-0.32273957024573297,-0.4995217267399157,0.6249303506845532,1,1,287,16,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.432006566978902,0.12848518551732396,0.6602681824085275,-0.32273957024573297,-0.4995215742782435,-1.5980361824647868,0,1,278,12,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.406719247264253,0.1180805021508851,0.6602681824085275,-0.32273957024573297,-0.4995215742782435,0.6249303506845532,1,1,278,16,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.053522567701846,-0.02724528398988721,0.6602681824085275,-0.32273957024573297,-0.49952142181657133,-1.5980361824647868,0,1,280,12,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.062165663857866,-0.023689008361474948,0.6602681824085275,-0.32273957024573297,-0.49952142181657133,0.6249303506845532,1,1,280,16,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.513054897080286,0.16183321218046595,0.6602681824085275,-0.32273957024573297,-0.4995212693548991,-1.5980361824647868,0,1,286,12,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.500920164614292,0.15684027301293632,0.6602681824085275,-0.32273957024573297,-0.4995212693548991,0.6249303506845532,1,1,286,16,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2.379546134130174,-0.716017164550403,0.6602681824085275,-0.32273957024573297,-0.4995211168932269,-1.5980361824647868,0,1,283,12,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2.4765384001174837,-0.6761088694847636,0.6602681824085275,-0.32273957024573297,-0.4995211168932269,0.6249303506845532,1,1,283,16,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.4054651081081644,-1.5282696391989934,0.6602681824085275,-0.32273957024573297,-0.4995205070465382,-1.5980361824647868,0,1,282,12,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0.33647223662121295,-1.5566573445969398,0.6602681824085275,-0.32273957024573297,-0.4995205070465382,0.6249303506845532,1,1,282,16,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4.484131857611035,0.1499325809127624,0.6602681824085275,-0.32273957024573297,-0.49952020212319387,-1.5980361824647868,0,1,279,12,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.469350462845557,0.14385064996932423,0.6602681824085275,-0.32273957024573297,-0.49952020212319387,0.6249303506845532,1,1,279,16,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.4700036292457355,-1.5017147142424492,0.6602681824085275,-0.32273957024573297,-0.49952004966152164,-1.5980361824647868,0,1,284,12,1,1,Low,Small,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0.4054651081081644,-1.5282696391989934,0.6602681824085275,-0.32273957024573297,-0.49952004966152164,0.6249303506845532,1,1,284,16,1,1,Low,Small,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.6418538861723948,-1.4310054603578932,0.6602681824085275,-0.32273957024573297,-0.49951989719984946,-1.5980361824647868,0,1,277,12,1,1,Low,Small,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.9932517730102833,-1.2864198028251217,0.6602681824085275,-0.32273957024573297,-0.49951989719984946,0.6249303506845532,1,1,277,16,1,1,Low,Small,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6.2324480165505225,0.869292175502617,-1.5125086116847326,-0.32273957024573297,-0.4995197447381773,-1.5980361824647868,0,1,128,12,1,1,Low,Small,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6.4425401664681985,0.9557363824148071,-1.5125086116847326,-0.32273957024573297,-0.4995197447381773,0.6249303506845532,1,1,128,16,1,1,Low,Small,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6.261491684321042,0.8812424403136891,-1.5125086116847326,-0.32273957024573297,-0.4995195922765051,-1.5980361824647868,0,1,129,44,1,1,Low,Medium,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6.453624998892692,0.9602973312559004,-1.5125086116847326,-0.32273957024573297,-0.4995195922765051,0.6249303506845532,1,1,129,44,1,1,Low,Medium,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2.89591193827178,-0.5035540504688574,0.6602681824085275,-0.32273957024573297,-0.6631591444176369,-1.5980361824647868,0,1,4,41,1,1,Low,Medium,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2.89591193827178,-0.5035540504688574,0.6602681824085275,-0.32273957024573297,-0.6631591444176369,-1.5980361824647868,0,1,4,58,1,1,Low,Medium,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2.8390784635086144,-0.5269386683800499,0.6602681824085275,-0.32273957024573297,-0.6631591444176369,0.6249303506845532,1,1,4,30,1,1,Low,Medium,0,0,0,1,0,0,1,0,0,0,0,0,1,0
