indicator_order,characteristic_id,characteristic_order,is_total,is_preferred,survey_year_label,denominator_weighted,denominator_unweighted
1,NA,NA,NA,NA,-0.06154823732139253,0.9060404766580686,0.9084871879716382
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.06154823732139253,NA,NA,NA,NA,1,-0.2214607937230778,-0.21435770197850657
0.9060404766580686,NA,NA,NA,NA,-0.2214607937230778,1,0.8914742138415992
0.9084871879716382,NA,NA,NA,NA,-0.21435770197850657,0.8914742138415992,1
