indicator_order,characteristic_id,characteristic_order,is_total,is_preferred,survey_year_label,denominator_weighted,denominator_unweighted
1,0.46036379859155435,0.46036379859155435,NA,NA,NA,0.8709163175769157,0.8822745144667382
0.46036379859155435,1,1,NA,NA,NA,0.13943081993874276,0.13547578698858317
0.46036379859155435,1,1,NA,NA,NA,0.13943081993874276,0.13547578698858317
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.8709163175769157,0.13943081993874276,0.13943081993874276,NA,NA,NA,1,0.8853463054491014
0.8822745144667382,0.13547578698858317,0.13547578698858317,NA,NA,NA,0.8853463054491014,1
